row_number,prediction,actual_value,current_value,dist_baseline,dist_prediction,accuracy
4736,20.333227,21.4,20,1.3999996,1.0667725,23.801947
4737,20.795843,24.2,21.4,2.8000011,3.4041576,0
4738,22.628056,26.5,24.2,2.2999992,3.8719444,0
4739,26.211851,28.8,26.5,2.2999992,2.588148,0
4740,27.863897,30.3,28.8,1.5,2.436102,0
4741,28.695045,31.3,30.3,1,2.6049538,0
4742,28.954569,31.4,31.3,0.10000038,2.4454308,0
4743,28.82581,31.8,31.4,0.39999962,2.9741898,0
4744,28.433456,31.1,31.8,0.69999886,2.666544,0
4745,27.560177,29.2,31.1,1.8999996,1.6398239,13.693464
4746,24.785511,27,29.2,2.2000008,2.214489,0
4747,22.138456,26.2,27,0.79999924,4.0615444,0
4748,21.118925,23,26.2,3.2000008,1.8810749,41.216423
4749,21.114817,18.9,23,4.1000004,2.214817,45.98008
4750,18.874228,16.7,18.9,2.1999989,2.1742268,1.1714578
4751,16.578804,15.5,16.7,1.2000008,1.078804,10.099721
4752,16.067581,15.2,15.5,0.3000002,0.86758137,0
4753,15.994339,19.5,15.2,4.3,3.505661,18.473005
4754,16.090048,20.2,19.5,0.70000076,4.109953,0
4755,17.7614,18.5,20.2,1.7000008,0.7385998,56.55297
4756,18.074266,18.5,18.5,0,0.42573357,0
4757,17.384867,17.3,18.5,1.2000008,0.08486748,92.92771
4758,17.694607,17.4,17.3,0.10000038,0.29460716,0
4759,18.296003,19.3,17.4,1.8999996,1.0039959,47.158096
4760,19.167383,22.1,19.3,2.8000011,2.9326172,0
4761,20.75012,23.6,22.1,1.5,2.8498802,0
4762,22.181168,24.5,23.6,0.8999996,2.3188324,0
4763,23.161015,25,24.5,0.5,1.8389854,0
4764,23.62651,25.5,25,0.5,1.8734894,0
4765,23.76716,26,25.5,0.5,2.2328396,0
4766,23.962082,26.1,26,0.10000038,2.1379185,0
4767,24.018164,25.2,26.1,0.8999996,1.1818371,0
4768,23.65475,24.5,25.2,0.70000076,0.8452492,0
4769,22.185461,23.1,24.5,1.3999996,0.91453934,34.675743
4770,21.256958,20.9,23.1,2.2000008,0.3569584,83.77463
4771,20.532713,20.6,20.9,0.29999924,0.067287445,77.57079
4772,19.576284,21.2,20.6,0.6000004,1.6237164,0
4773,19.033615,20.7,21.2,0.5,1.6663857,0
4774,18.926563,19.7,20.7,1,0.7734375,22.65625
4775,18.468845,18.4,19.7,1.3000011,0.06884575,94.70418
4776,17.300539,17.9,18.4,0.5,0.5994606,0
4777,16.759356,18.8,17.9,0.8999996,2.0406437,0
4778,16.459646,17.2,18.8,1.5999985,0.74035454,53.727795
4779,16.601086,16.8,17.2,0.40000153,0.19891357,50.271797
4780,15.834662,16.4,16.8,0.39999962,0.5653372,0
4781,15.229292,16.2,16.4,0.19999886,0.97070885,0
4782,15.741889,18.3,16.2,2.0999985,2.5581102,0
4783,16.915176,19.4,18.3,1.1000004,2.4848232,0
4784,19.254143,20.7,19.4,1.3000011,1.445858,0
4785,20.601717,21.4,20.7,0.69999886,0.7982826,0
4786,21.894697,23.1,21.4,1.7000008,1.2053032,29.099846
4787,21.974876,25,23.1,1.8999996,3.0251236,0
4788,23.587112,26.1,25,1.1000004,2.512888,0
4789,24.91431,25.7,26.1,0.39999962,0.7856903,0
4790,25.050575,25,25.7,0.70000076,0.050575256,92.77497
4791,24.520302,24.3,25,0.70000076,0.22030258,68.52824
4792,23.516945,23.6,24.3,0.69999886,0.083055496,88.13491
4793,22.496552,22.7,23.6,0.8999996,0.20344925,77.39452
4794,20.865566,22.1,22.7,0.6000004,1.2344341,0
4795,20.320549,21.6,22.1,0.5,1.2794514,0
4796,20.652205,20.8,21.6,0.80000114,0.14779472,81.52568
4797,20.260733,19.9,20.8,0.8999996,0.36073303,59.918533
4798,19.504908,19.8,19.9,0.10000038,0.29509163,0
4799,18.757736,19.9,19.8,0.10000038,1.1422634,0
4800,18.649452,20.2,19.9,0.30000114,1.5505486,0
4801,18.202408,19.7,20.2,0.5,1.4975929,0
4802,18.085634,21,19.7,1.2999992,2.9143658,0
4803,17.685589,20.9,21,0.10000038,3.2144108,0
4804,18.88004,20.8,20.9,0.10000038,1.91996,0
4805,18.952938,20.9,20.8,0.10000038,1.9470615,0
4806,19.770098,20.9,20.9,0,1.1299019,0
4807,19.834253,21.2,20.9,0.30000114,1.3657475,0
4808,20.426504,21.7,21.2,0.5,1.2734966,0
4809,20.715378,21.7,21.7,0,0.98462296,0
4810,21.06061,21.3,21.7,0.40000153,0.23938942,40.15287
4811,20.7201,20.5,21.3,0.79999924,0.2201004,72.48743
4812,20.20622,20.6,20.5,0.10000038,0.39377975,0
4813,19.20096,20.7,20.6,0.10000038,1.4990406,0
4814,19.166033,20.8,20.7,0.099998474,1.6339664,0
4815,19.350628,20.5,20.8,0.29999924,1.1493721,0
4816,18.77508,20.3,20.5,0.20000076,1.5249195,0
4817,18.420033,20.2,20.3,0.099998474,1.7799683,0
4818,17.800184,19.2,20.2,1,1.3998165,0
4819,17.377022,19.1,19.2,0.10000038,1.7229786,0
4820,16.75203,19.4,19.1,0.29999924,2.6479702,0
4821,16.62991,20,19.4,0.6000004,3.3700905,0
4822,16.703342,20.6,20,0.6000004,3.896658,0
4823,17.276024,20.8,20.6,0.19999886,3.5239754,0
4824,18.117981,20.9,20.8,0.10000038,2.7820187,0
4825,18.101269,20.9,20.9,0,2.7987309,0
4826,18.255524,20.6,20.9,0.29999924,2.3444767,0
4827,18.716698,20.1,20.6,0.5,1.3833027,0
4828,18.1778,19.9,20.1,0.20000076,1.7222004,0
4829,17.735743,20.1,19.9,0.20000076,2.3642578,0
4830,17.815449,20.5,20.1,0.39999962,2.6845512,0
4831,18.218992,20.8,20.5,0.29999924,2.581007,0
4832,19.411907,21.2,20.8,0.40000153,1.7880936,0
4833,19.877777,21.4,21.2,0.19999886,1.5222225,0
4834,20.519253,21.7,21.4,0.30000114,1.180748,0
4835,20.914572,22,21.7,0.29999924,1.0854282,0
4836,21.25667,22.5,22,0.5,1.24333,0
4837,21.29137,23.8,22.5,1.2999992,2.5086288,0
4838,22.30695,24.2,23.8,0.40000153,1.8930511,0
4839,23.925003,24.3,24.2,0.099998474,0.3749962,0
4840,23.456406,24,24.3,0.29999924,0.54359436,0
4841,22.175985,23.9,24,0.10000038,1.7240143,0
4842,21.138342,23.1,23.9,0.79999924,1.9616585,0
4843,20.875505,21.9,23.1,1.2000008,1.0244942,14.625538
4844,19.892847,20.4,21.9,1.5,0.50715256,66.18983
4845,18.285524,21.7,20.4,1.3000011,3.4144764,0
4846,16.695171,20.7,21.7,1,4.0048294,0
4847,19.092922,20.6,20.7,0.10000038,1.5070782,0
4848,17.719217,20,20.6,0.6000004,2.2807827,0
4849,17.985777,20.7,20,0.70000076,2.7142239,0
4850,17.049652,20.5,20.7,0.20000076,3.450348,0
4851,18.439575,20.3,20.5,0.20000076,1.860424,0
4852,17.920755,20,20.3,0.29999924,2.0792446,0
4853,17.39615,20,20,0,2.6038494,0
4854,17.021646,20.2,20,0.20000076,3.1783543,0
4855,18.436266,20.7,20.2,0.5,2.2637348,0
4856,19.810934,20.9,20.7,0.19999886,1.0890656,0
4857,20.744154,20.8,20.9,0.10000038,0.05584526,44.154953
4858,21.132765,21.1,20.8,0.30000114,0.032764435,89.07856
4859,21.25726,23,21.1,1.8999996,1.7427406,8.276791
4860,21.75589,24.7,23,1.7000008,2.9441109,0
4861,24.610716,25.3,24.7,0.5999985,0.6892834,0
4862,25.77215,25.8,25.3,0.5,0.027849197,94.43016
4863,24.728447,24.6,25.8,1.1999989,0.12844658,89.29611
4864,24.39803,24,24.6,0.6000004,0.39802933,33.66182
4865,22.951914,23.5,24,0.5,0.54808617,0
4866,21.519794,22.6,23.5,0.8999996,1.0802059,0
4867,20.460247,21.9,22.6,0.70000076,1.4397526,0
4868,19.360651,20.5,21.9,1.3999996,1.139349,18.61791
4869,18.74581,19.6,20.5,0.8999996,0.8541908,5.089867
4870,17.676907,19.2,19.6,0.39999962,1.5230942,0
4871,16.953615,19.1,19.2,0.10000038,2.1463852,0
4872,16.372519,20.4,19.1,1.2999992,4.027481,0
4873,16.337694,20.4,20.4,0,4.0623055,0
4874,17.828918,20.3,20.4,0.10000038,2.4710808,0
4875,17.729357,19.2,20.3,1.0999985,1.470644,0
4876,17.74391,18.2,19.2,1,0.45609093,54.390907
4877,15.973288,18.5,18.2,0.29999924,2.5267124,0
4878,16.451958,19.8,18.5,1.2999992,3.3480415,0
4879,19.38395,22.2,19.8,2.4000015,2.8160515,0
4880,21.569633,23.8,22.2,1.5999985,2.2303658,0
4881,23.561321,25.5,23.8,1.7000008,1.9386787,0
4882,24.144419,26.4,25.5,0.8999996,2.255581,0
4883,26.530254,27.5,26.4,1.1000004,0.96974564,11.841339
4884,27.673027,27.3,27.5,0.20000076,0.3730278,0
4885,29.398655,27.5,27.3,0.20000076,1.8986549,0
4886,28.849522,27.5,27.5,0,1.3495216,0
4887,27.842443,27,27.5,0.5,0.84244347,0
4888,27.230558,23.1,27,3.8999996,4.130558,0
4889,25.919481,21.4,23.1,1.7000008,4.5194817,0
4890,21.939457,20.5,21.4,0.8999996,1.4394569,0
4891,19.600159,20.1,20.5,0.39999962,0.4998417,0
4892,18.21339,20,20.1,0.10000038,1.7866096,0
4893,17.821636,19.4,20,0.6000004,1.5783634,0
4894,17.604797,19.4,19.4,0,1.7952023,0
4895,16.749874,20.2,19.4,0.80000114,3.4501266,0
4896,16.463299,19.7,20.2,0.5,3.236702,0
4897,17.164362,20.8,19.7,1.0999985,3.6356373,0
4898,17.314205,21,20.8,0.20000076,3.6857948,0
4899,17.377945,20.7,21,0.29999924,3.3220558,0
4900,17.058912,18.8,20.7,1.9000015,1.741087,8.36392
4901,17.038021,18.9,18.8,0.10000038,1.8619785,0
4902,16.661228,18.4,18.9,0.5,1.7387714,0
4903,18.791897,21.2,18.4,2.8000011,2.408104,13.996321
4904,19.140095,22.6,21.2,1.3999996,3.4599056,0
4905,22.38427,24.9,22.6,2.2999992,2.51573,0
4906,23.567322,26.1,24.9,1.2000008,2.5326786,0
4907,26.433887,27.3,26.1,1.1999989,0.86611176,27.823948
4908,27.651983,28,27.3,0.70000076,0.34801674,50.28338
4909,28.249556,28.6,28,0.6000004,0.3504448,41.592575
4910,28.326414,28.7,28.6,0.10000038,0.37358665,0
4911,27.944613,28,28.7,0.70000076,0.055387497,92.08751
4912,26.741272,27.1,28,0.8999996,0.3587284,60.14127
4913,24.805796,25.1,27.1,2,0.2942047,85.289764
4914,22.769676,23,25.1,2.1000004,0.23032379,89.0322
4915,21.126774,21.8,23,1.2000008,0.6732254,43.897923
4916,19.44782,21.3,21.8,0.5,1.8521786,0
4917,18.28286,20.7,21.3,0.5999985,2.417141,0
4918,17.562649,19.3,20.7,1.4000015,1.7373505,0
4919,17.051107,20.2,19.3,0.9000015,3.1488934,0
4920,16.288776,19,20.2,1.2000008,2.7112236,0
4921,16.892193,19.5,19,0.5,2.6078072,0
4922,16.180141,19.1,19.5,0.39999962,2.919859,0
4923,16.77279,19.1,19.1,0,2.3272095,0
4924,16.135305,19.2,19.1,0.10000038,3.0646954,0
4925,16.779737,19.3,19.2,0.099998474,2.5202618,0
4926,18.256222,19.5,19.3,0.20000076,1.2437782,0
4927,19.251806,19.9,19.5,0.39999962,0.64819336,0
4928,20.244184,20.2,19.9,0.30000114,0.04418373,85.27215
4929,20.74267,21.7,20.2,1.5,0.9573307,36.17795
4930,20.940416,21.9,21.7,0.19999886,0.9595833,0
4931,21.786058,21.7,21.9,0.19999886,0.08605766,56.970917
4932,22.08098,21.6,21.7,0.10000038,0.48097992,0
4933,21.576546,21.3,21.6,0.30000114,0.27654648,7.8181925
4934,21.387396,21.9,21.3,0.6000004,0.51260376,14.566093
4935,20.89994,21.2,21.9,0.69999886,0.30006027,57.134174
4936,21.140762,21.1,21.2,0.10000038,0.040761948,59.23821
4937,19.698065,20.9,21.1,0.20000076,1.2019348,0
4938,19.107296,19.5,20.9,1.3999996,0.392704,71.94971
4939,18.916946,18.9,19.5,0.6000004,0.016946793,97.17554
4940,18.14603,19.7,18.9,0.80000114,1.5539703,0
4941,17.5501,19.7,19.7,0,2.1499004,0
4942,17.816128,19.8,19.7,0.099998474,1.9838715,0
4943,17.698248,19.8,19.8,0,2.1017513,0
4944,18.035244,19.7,19.8,0.099998474,1.6647568,0
4945,17.966236,19.7,19.7,0,1.7337646,0
4946,18.05773,19.2,19.7,0.5,1.142271,0
4947,17.997385,18.4,19.2,0.80000114,0.4026146,49.67325
4948,17.428257,18.8,18.4,0.39999962,1.3717422,0
4949,16.401875,17.5,18.8,1.2999992,1.0981255,15.528763
4950,17.893988,16.6,17.5,0.8999996,1.2939873,0
4951,18.082666,16.5,16.6,0.10000038,1.5826664,0
4952,18.429045,16.7,16.5,0.20000076,1.729044,0
4953,18.972355,16.5,16.7,0.20000076,2.472355,0
4954,19.442709,16.8,16.5,0.29999924,2.6427097,0
4955,18.389051,15.9,16.8,0.8999996,2.4890518,0
4956,18.495213,16.2,15.9,0.30000114,2.2952118,0
4957,16.19074,17.1,16.2,0.8999996,0.9092598,0
4958,16.532112,17.4,17.1,0.29999924,0.8678875,0
4959,17.699448,17.5,17.4,0.10000038,0.19944763,0
4960,17.421776,17.4,17.5,0.10000038,0.0217762,78.223885
4961,17.153372,17.2,17.4,0.19999886,0.046628952,76.685394
4962,16.086548,15.9,17.2,1.3000011,0.18654823,85.65015
4963,15.648541,13,15.9,2.8999996,2.6485415,8.670974
4964,14.589087,11.5,13,1.5,3.0890865,0
4965,12.452736,10.9,11.5,0.6000004,1.5527363,0
4966,12.203682,10.1,10.9,0.79999924,2.1036816,0
4967,11.68286,9.5,10.1,0.6000004,2.1828604,0
4968,10.682338,9.3,9.5,0.19999981,1.3823376,0
4969,9.919485,9.6,9.3,0.3000002,0.3194847,0
4970,10.061603,8.8,9.6,0.8000002,1.2616024,0
4971,10.445993,8.6,8.8,0.19999981,1.845993,0
4972,9.994267,10,8.6,1.3999996,0.0057325363,99.59053
4973,10.393657,11,10,1,0.60634327,39.365673
4974,12.457472,13.2,11,2.1999998,0.74252796,66.248726
4975,14.64941,14.8,13.2,1.6000004,0.15058994,90.58813
4976,17.766626,16,14.8,1.1999998,1.7666264,0
4977,18.17145,16.5,16,0.5,1.6714497,0
4978,18.750317,17.5,16.5,1,1.2503166,0
4979,19.153637,19.2,17.5,1.7000008,0.04636383,97.27272
4980,20.202703,20,19.2,0.79999924,0.20270348,74.66204
4981,21.978071,21,20,1,0.9780712,2.1928787
4982,21.94719,22.2,21,1.2000008,0.25281143,78.932396
4983,21.614645,22.6,22.2,0.39999962,0.9853554,0
4984,21.729181,21.7,22.6,0.8999996,0.029180527,96.75771
4985,21.235834,18.7,21.7,3,2.5358334,15.472221
4986,18.440426,17.5,18.7,1.2000008,0.9404259,21.63123
4987,16.641047,14.9,17.5,2.6000004,1.7410469,33.036667
4988,16.145046,11.2,14.9,3.6999998,4.9450464,0
4989,14.50711,13.7,11.2,2.5,0.80710983,67.71561
4990,12.690574,16.9,13.7,3.1999998,4.209426,0
4991,14.036938,11.9,16.9,5,2.136938,57.261242
4992,15.431109,10.3,11.9,1.5999994,5.131109,0
4993,11.698193,9.7,10.3,0.6000004,1.9981928,0
4994,10.604071,8.4,9.7,1.3000002,2.204071,0
4995,10.478252,7.3,8.4,1.0999994,3.1782522,0
4996,10.204072,7.2,7.3,0.10000038,3.0040722,0
4997,9.521333,6.5,7.2,0.6999998,3.0213327,0
4998,11.0003195,8.5,6.5,2,2.5003195,0
4999,13.449981,15.2,8.5,6.7,1.7500191,73.88032
5000,16.186167,18.8,15.2,3.5999994,2.6138325,27.393532
5001,20.35924,20.8,18.8,2,0.44075966,77.96202
5002,21.923973,21.7,20.8,0.9000015,0.22397232,75.11423
5003,23.641563,22.2,21.7,0.5,1.4415627,0
5004,24.064596,23.1,22.2,0.8999996,0.9645958,0
5005,24.058262,23.5,23.1,0.39999962,0.5582619,0
5006,24.41642,23.7,23.5,0.20000076,0.7164192,0
5007,24.135605,23.8,23.7,0.099998474,0.33560562,0
5008,22.952724,22.7,23.8,1.0999985,0.2527237,77.025085
5009,21.795137,20.8,22.7,1.9000015,0.99513817,47.62435
5010,20.098377,19.4,20.8,1.3999996,0.6983776,50.11587
5011,18.329334,18.8,19.4,0.6000004,0.47066498,21.55589
5012,17.280336,17.9,18.8,0.8999996,0.61966324,31.148499
5013,17.118927,12.4,17.9,5.5,4.7189274,14.201319
5014,17.101044,10.7,12.4,1.6999998,6.401044,0
5015,14.596941,10.5,10.7,0.19999981,4.096941,0
5016,14.102195,13.4,10.5,2.8999996,0.70219517,75.78637
5017,14.01393,11,13.4,2.3999996,3.0139303,0
5018,14.433525,11.5,11,0.5,2.933525,0
5019,13.571099,8.9,11.5,2.6000004,4.6710997,0
5020,14.1470785,12.3,8.9,3.4000006,1.8470783,45.674175
5021,13.7063675,8.9,12.3,3.4000006,4.806368,0
5022,16.482775,9.6,8.9,0.70000076,6.8827744,0
5023,17.273798,15.9,9.6,6.299999,1.3737984,78.19368
5024,19.216047,18.1,15.9,2.2000008,1.1160469,49.27061
5025,22.71856,20.1,18.1,2,2.618559,0
5026,24.035658,21.8,20.1,1.6999989,2.2356586,0
5027,25.436169,22.8,21.8,1,2.6361694,0
5028,27.07311,23.5,22.8,0.70000076,3.5731106,0
5029,27.680033,24.5,23.5,1,3.1800327,0
5030,27.752218,24.7,24.5,0.20000076,3.0522175,0
5031,27.70011,24.4,24.7,0.30000114,3.3001099,0
5032,27.14249,23.6,24.4,0.79999924,3.54249,0
5033,25.301899,21,23.6,2.6000004,4.301899,0
5034,23.853054,18.4,21,2.6000004,5.4530544,0
5035,22.565964,15.8,18.4,2.5999994,6.7659636,0
5036,20.93722,14,15.8,1.8000002,6.9372196,0
5037,19.150654,13,14,1,6.150654,0
5038,18.056868,12.3,13,0.6999998,5.7568674,0
5039,17.299423,12,12.3,0.3000002,5.299423,0
5040,16.646566,11.8,12,0.19999981,4.846566,0
5041,16.375011,11,11.8,0.8000002,5.3750114,0
5042,16.67171,10.8,11,0.19999981,5.871709,0
5043,16.509167,10.5,10.8,0.3000002,6.0091667,0
5044,15.569407,9.9,10.5,0.6000004,5.669408,0
5045,15.815186,9.6,9.9,0.29999924,6.215185,0
5046,16.724709,10.3,9.6,0.6999998,6.4247084,0
5047,18.829096,14.9,10.3,4.5999994,3.9290962,14.584851
5048,20.311329,17.5,14.9,2.6000004,2.811329,0
5049,22.71413,19.3,17.5,1.7999992,3.4141312,0
5050,23.624914,21,19.3,1.7000008,2.6249142,0
5051,25.345453,22.5,21,1.5,2.8454533,0
5052,26.809294,24.1,22.5,1.6000004,2.7092934,0
5053,27.281342,24.4,24.1,0.29999924,2.881342,0
5054,27.981335,24.3,24.4,0.10000038,3.6813354,0
5055,27.165583,23.6,24.3,0.69999886,3.5655823,0
5056,25.883755,22.9,23.6,0.70000076,2.983755,0
5057,24.107222,20.1,22.9,2.7999992,4.007221,0
5058,23.09849,18.1,20.1,2,4.9984894,0
5059,21.203798,17.1,18.1,1,4.103798,0
5060,20.502289,18.3,17.1,1.1999989,2.2022896,0
5061,19.74095,17.8,18.3,0.5,1.9409504,0
5062,20.200146,17.1,17.8,0.69999886,3.1001453,0
5063,19.90648,15.5,17.1,1.6000004,4.406481,0
5064,20.055815,14.4,15.5,1.1000004,5.655815,0
5065,19.16702,14.1,14.4,0.29999924,5.0670204,0
5066,18.45141,14.1,14.1,0,4.35141,0
5067,17.852423,12.9,14.1,1.2000008,4.952423,0
5068,17.80079,12,12.9,0.8999996,5.800791,0
5069,17.552485,11.6,12,0.39999962,5.952484,0
5070,18.073256,11.8,11.6,0.19999981,6.2732553,0
5071,19.595867,14,11.8,2.1999998,5.595867,0
5072,20.623343,15.9,14,1.8999996,4.723343,0
5073,22.117348,17.3,15.9,1.3999996,4.8173485,0
5074,22.77337,18,17.3,0.70000076,4.7733707,0
5075,23.626778,18.9,18,0.8999996,4.726778,0
5076,24.155209,20,18.9,1.1000004,4.1552086,0
5077,24.227348,20.2,20,0.20000076,4.0273476,0
5078,24.653246,20.5,20.2,0.29999924,4.153246,0
5079,24.17378,20.3,20.5,0.20000076,3.8737812,0
5080,23.195023,19.6,20.3,0.69999886,3.5950222,0
5081,21.587103,17.1,19.6,2.5,4.4871025,0
5082,20.52282,15.3,17.1,1.8000002,5.2228193,0
5083,19.208164,14.7,15.3,0.6000004,4.5081644,0
5084,18.670862,14.2,14.7,0.5,4.4708624,0
5085,18.296585,14.1,14.2,0.09999943,4.1965847,0
5086,17.636288,15.9,14.1,1.7999992,1.7362881,3.5395086
5087,17.812624,15.5,15.9,0.39999962,2.312624,0
5088,19.010742,14.1,15.5,1.3999996,4.910742,0
5089,18.335178,14.2,14.1,0.09999943,4.1351786,0
5090,17.838942,14.6,14.2,0.40000057,3.2389412,0
5091,17.603546,15,14.6,0.39999962,2.6035461,0
5092,17.598635,14.9,15,0.10000038,2.698635,0
5093,18.065023,14.4,14.9,0.5,3.6650238,0
5094,18.513226,15.6,14.4,1.2000008,2.9132252,0
5095,18.55317,17.9,15.6,2.2999992,0.65316963,71.60131
5096,20.529596,18.5,17.9,0.6000004,2.0295963,0
5097,22.326372,18.6,18.5,0.10000038,3.7263718,0
5098,22.125319,18.6,18.6,0,3.5253181,0
5099,22.044916,19,18.6,0.39999962,3.0449162,0
5100,22.540745,19.4,19,0.39999962,3.1407452,0
5101,22.99354,19.6,19.4,0.20000076,3.3935394,0
5102,23.124971,19.6,19.6,0,3.524971,0
5103,23.245838,19.6,19.6,0,3.6458378,0
5104,22.763515,19.7,19.6,0.10000038,3.0635147,0
5105,21.62872,19.4,19.7,0.30000114,2.2287197,0
5106,20.19843,19.4,19.4,0,0.7984295,0
5107,20.005224,19.3,19.4,0.10000038,0.705225,0
5108,20.338276,18.9,19.3,0.39999962,1.4382763,0
5109,20.650595,18.3,18.9,0.6000004,2.3505955,0
5110,20.324156,18.1,18.3,0.19999886,2.2241554,0
5111,20.379934,17.6,18.1,0.5,2.779934,0
5112,20.454315,17.1,17.6,0.5,3.3543148,0
5113,20.043516,16.5,17.1,0.6000004,3.5435162,0
5114,19.731739,16.4,16.5,0.10000038,3.3317394,0
5115,19.695122,15.8,16.4,0.5999994,3.8951216,0
5116,19.61688,16.5,15.8,0.6999998,3.1168804,0
5117,18.94139,17.1,16.5,0.6000004,1.8413887,0
5118,19.842669,17.8,17.1,0.69999886,2.0426693,0
5119,20.074297,18.1,17.8,0.30000114,1.9742966,0
5120,21.1869,18.6,18.1,0.5,2.5868988,0
5121,21.631083,18.7,18.6,0.10000038,2.9310818,0
5122,22.41966,19.3,18.7,0.5999985,3.1196613,0
5123,22.499908,19.9,19.3,0.6000004,2.5999088,0
5124,23.13174,20.9,19.9,1,2.231741,0
5125,23.854939,20.7,20.9,0.19999886,3.1549377,0
5126,24.62627,20.9,20.7,0.19999886,3.7262707,0
5127,23.318024,20.5,20.9,0.39999962,2.8180237,0
5128,22.995703,20.1,20.5,0.39999962,2.8957024,0
5129,21.557192,18.5,20.1,1.6000004,3.0571918,0
5130,20.37421,17.5,18.5,1,2.8742104,0
5131,18.7508,17.2,17.5,0.29999924,1.5507984,0
5132,18.628088,17,17.2,0.20000076,1.628088,0
5133,18.77933,17.1,17,0.10000038,1.6793289,0
5134,18.466902,17.4,17.1,0.29999924,1.0669022,0
5135,18.745,17.3,17.4,0.10000038,1.4450016,0
5136,19.284357,17.9,17.3,0.6000004,1.3843575,0
5137,19.31281,18.7,17.9,0.80000114,0.61281013,23.39884
5138,19.565493,18.7,18.7,0,0.86549187,0
5139,20.515703,18.6,18.7,0.10000038,1.9157028,0
5140,20.135408,18.5,18.6,0.10000038,1.6354084,0
5141,19.091051,18,18.5,0.5,1.0910511,0
5142,18.318502,17.8,18,0.20000076,0.5185032,0
5143,17.062832,17.9,17.8,0.10000038,0.83716774,0
5144,17.334873,17.9,17.9,0,0.5651264,0
5145,17.409296,17.5,17.9,0.39999962,0.090703964,77.32398
5146,17.076206,17.2,17.5,0.29999924,0.123794556,58.735043
5147,16.165655,18.1,17.2,0.8999996,1.9343452,0
5148,15.502362,19.8,18.1,1.6999989,4.297637,0
5149,17.36007,22.2,19.8,2.4000015,4.8399315,0
5150,19.402288,22.7,22.2,0.5,3.2977123,0
5151,21.43581,22.4,22.7,0.30000114,0.9641895,0
5152,19.54713,23.3,22.4,0.8999996,3.7528687,0
5153,17.244362,18.2,23.3,5.0999985,0.9556389,81.26198
5154,17.510096,15.8,18.2,2.4000006,1.7100954,28.746044
5155,12.860337,15,15.8,0.8000002,2.1396627,0
5156,11.761659,14.8,15,0.19999981,3.0383415,0
5157,11.940475,16.1,14.8,1.3000002,4.159525,0
5158,11.755505,15.6,16.1,0.5,3.8444958,0
5159,12.941164,14.2,15.6,1.4000006,1.2588358,10.083193
5160,12.694436,13.2,14.2,1,0.50556374,49.443626
5161,11.7349415,12.2,13.2,1,0.46505833,53.494167
5162,10.934228,11.1,12.2,1.0999994,0.16577244,84.92977
5163,10.527581,14.3,11.1,3.1999998,3.772419,0
5164,9.960012,15.4,14.3,1.0999994,5.439987,0
5165,12.210968,15.4,15.4,0,3.1890316,0
5166,13.674436,15.5,15.4,0.10000038,1.8255644,0
5167,15.342018,17.1,15.5,1.6000004,1.7579823,0
5168,16.38496,18.4,17.1,1.2999992,2.0150394,0
5169,17.17843,19.4,18.4,1,2.221569,0
5170,17.266537,20.1,19.4,0.70000076,2.8334637,0
5171,18.418024,21.2,20.1,1.1000004,2.7819767,0
5172,19.752817,22.4,21.2,1.1999989,2.6471825,0
5173,20.307093,23.1,22.4,0.70000076,2.7929077,0
5174,20.637102,23.3,23.1,0.19999886,2.662897,0
5175,20.207743,22.9,23.3,0.39999962,2.692257,0
5176,18.854916,22,22.9,0.8999996,3.1450844,0
5177,16.67013,19.6,22,2.3999996,2.9298706,0
5178,15.437885,18.3,19.6,1.3000011,2.862114,0
5179,14.463424,16.2,18.3,2.0999985,1.736577,17.305798
5180,13.771582,16.8,16.2,0.5999985,3.0284176,0
5181,12.002517,13.9,16.8,2.8999996,1.8974829,34.56955
5182,12.128636,12.3,13.9,1.5999994,0.17136383,89.28976
5183,8.96042,10.4,12.3,1.9000006,1.43958,24.232656
5184,7.692346,9.6,10.4,0.79999924,1.9076543,0
5185,6.7378144,13,9.6,3.3999996,6.2621856,0
5186,6.20274,12.9,13,0.10000038,6.6972594,0
5187,8.760039,13.1,12.9,0.20000076,4.339961,0
5188,8.787533,12.7,13.1,0.40000057,3.912467,0
5189,8.420064,11.7,12.7,1,3.2799358,0
5190,9.179465,12.6,11.7,0.9000006,3.420535,0
5191,11.5854025,14.7,12.6,2.0999994,3.1145973,0
5192,14.098437,16,14.7,1.3000002,1.9015627,0
5193,15.021029,17,16,1,1.9789705,0
5194,16.070744,18.3,17,1.2999992,2.2292557,0
5195,16.771603,19.2,18.3,0.9000015,2.4283981,0
5196,17.607279,20.1,19.2,0.8999996,2.4927216,0
5197,17.812382,20.5,20.1,0.39999962,2.6876183,0
5198,17.791887,21.1,20.5,0.6000004,3.308113,0
5199,17.52753,21.7,21.1,0.6000004,4.17247,0
5200,17.26315,20.6,21.7,1.1000004,3.3368511,0
5201,16.35071,16.6,20.6,4,0.24929047,93.76774
5202,14.657775,15.8,16.6,0.8000002,1.1422253,0
5203,11.794473,17.2,15.8,1.4000006,5.405528,0
5204,10.612176,17.4,17.2,0.19999886,6.7878237,0
5205,11.606195,16.5,17.4,0.8999996,4.8938046,0
5206,11.070678,15.3,16.5,1.1999998,4.2293224,0
5207,10.243115,15.3,15.3,0,5.056885,0
5208,9.593316,15.5,15.3,0.19999981,5.906684,0
